Device,Mode,Bus Voltage (V),Shunt Voltage (V),Current (A),Power (W),Timestamp
CCTV,DoS,4.880,0.267,2.666,13.0081,2024-11-24 13:28:48
CCTV,DoS,4.816,0.264,2.640,12.7142,2024-11-24 13:28:49
CCTV,DoS,4.832,0.287,2.867,13.8543,2024-11-24 13:28:50
CCTV,DoS,4.880,0.257,2.566,12.5240,2024-11-24 13:28:51
CCTV,DoS,4.880,0.269,2.694,13.1487,2024-11-24 13:28:52
CCTV,DoS,4.888,0.263,2.630,12.8574,2024-11-24 13:28:53
CCTV,DoS,4.784,0.384,3.837,18.3553,2024-11-24 13:28:54
CCTV,DoS,4.864,0.297,2.970,14.4441,2024-11-24 13:28:55
CCTV,DoS,4.760,0.387,3.866,18.4003,2024-11-24 13:28:56
CCTV,DoS,4.880,0.260,2.598,12.6802,2024-11-24 13:28:57
CCTV,DoS,4.880,0.284,2.835,13.8358,2024-11-24 13:28:58
CCTV,DoS,4.864,0.285,2.854,13.8838,2024-11-24 13:28:59
CCTV,DoS,4.880,0.257,2.570,12.5396,2024-11-24 13:29:00
CCTV,DoS,4.752,0.385,3.853,18.3085,2024-11-24 13:29:01
CCTV,DoS,4.768,0.380,3.795,18.0955,2024-11-24 13:29:02
CCTV,DoS,4.880,0.268,2.682,13.0862,2024-11-24 13:29:03
CCTV,DoS,4.880,0.262,2.621,12.7895,2024-11-24 13:29:04
CCTV,DoS,4.832,0.269,2.691,13.0039,2024-11-24 13:29:05
CCTV,DoS,4.880,0.260,2.605,12.7114,2024-11-24 13:29:06
CCTV,DoS,4.808,0.366,3.664,17.6165,2024-11-24 13:29:07
CCTV,DoS,4.864,0.390,3.904,18.9891,2024-11-24 13:29:08
CCTV,DoS,4.880,0.276,2.765,13.4922,2024-11-24 13:29:09
CCTV,DoS,4.888,0.257,2.566,12.5446,2024-11-24 13:29:10
CCTV,DoS,4.872,0.263,2.627,12.7997,2024-11-24 13:29:11
CCTV,DoS,4.768,0.354,3.539,16.8749,2024-11-24 13:29:12
CCTV,DoS,4.752,0.390,3.898,18.5214,2024-11-24 13:29:13
CCTV,DoS,4.880,0.268,2.678,13.0706,2024-11-24 13:29:14
CCTV,DoS,4.800,0.327,3.274,15.7133,2024-11-24 13:29:15
CCTV,DoS,4.880,0.290,2.896,14.1325,2024-11-24 13:29:16
CCTV,DoS,4.880,0.261,2.614,12.7583,2024-11-24 13:29:17
CCTV,DoS,4.888,0.259,2.592,12.6697,2024-11-24 13:29:18
CCTV,DoS,4.872,0.269,2.691,13.1115,2024-11-24 13:29:19
CCTV,DoS,4.880,0.309,3.088,15.0694,2024-11-24 13:29:20
CCTV,DoS,4.824,0.326,3.258,15.7147,2024-11-24 13:29:21
CCTV,DoS,4.880,0.262,2.621,12.7895,2024-11-24 13:29:22
CCTV,DoS,4.880,0.260,2.598,12.6802,2024-11-24 13:29:24
CCTV,DoS,4.880,0.261,2.611,12.7427,2024-11-24 13:29:25
CCTV,DoS,4.824,0.280,2.800,13.5072,2024-11-24 13:29:26
CCTV,DoS,4.808,0.370,3.702,17.8011,2024-11-24 13:29:27
CCTV,DoS,4.856,0.268,2.685,13.0374,2024-11-24 13:29:28
CCTV,DoS,4.776,0.387,3.872,18.4927,2024-11-24 13:29:29
CCTV,DoS,4.880,0.257,2.573,12.5553,2024-11-24 13:29:30
CCTV,DoS,4.880,0.257,2.573,12.5553,2024-11-24 13:29:31
CCTV,DoS,4.880,0.259,2.592,12.6490,2024-11-24 13:29:32
CCTV,DoS,4.864,0.281,2.806,13.6503,2024-11-24 13:29:33
CCTV,DoS,4.720,0.266,2.659,12.5514,2024-11-24 13:29:34
CCTV,DoS,4.824,0.300,3.002,14.4797,2024-11-24 13:29:35
CCTV,DoS,4.848,0.286,2.858,13.8536,2024-11-24 13:29:36
CCTV,DoS,4.880,0.262,2.624,12.8051,2024-11-24 13:29:37
CCTV,DoS,4.864,0.300,3.002,14.5998,2024-11-24 13:29:38
CCTV,DoS,4.880,0.261,2.614,12.7583,2024-11-24 13:29:39
CCTV,DoS,4.872,0.273,2.733,13.3142,2024-11-24 13:29:40
CCTV,DoS,4.880,0.260,2.598,12.6802,2024-11-24 13:29:41
CCTV,DoS,4.880,0.258,2.576,12.5709,2024-11-24 13:29:42
CCTV,DoS,4.880,0.260,2.602,12.6958,2024-11-24 13:29:43
CCTV,DoS,4.864,0.274,2.742,13.3390,2024-11-24 13:29:44
CCTV,DoS,4.872,0.260,2.598,12.6594,2024-11-24 13:29:45
CCTV,DoS,4.848,0.294,2.938,14.2415,2024-11-24 13:29:46
CCTV,DoS,4.768,0.378,3.776,18.0040,2024-11-24 13:29:47
CCTV,DoS,4.880,0.258,2.582,12.6021,2024-11-24 13:29:48
CCTV,DoS,4.888,0.261,2.608,12.7479,2024-11-24 13:29:49
CCTV,DoS,4.768,0.282,2.819,13.4419,2024-11-24 13:29:50
CCTV,DoS,4.880,0.263,2.627,12.8207,2024-11-24 13:29:51
CCTV,DoS,4.880,0.261,2.608,12.7270,2024-11-24 13:29:52
CCTV,DoS,4.832,0.334,3.341,16.1427,2024-11-24 13:29:53
CCTV,DoS,4.880,0.260,2.598,12.6802,2024-11-24 13:29:54
CCTV,DoS,4.872,0.274,2.736,13.3298,2024-11-24 13:29:55
CCTV,DoS,4.824,0.380,3.795,18.3080,2024-11-24 13:29:56
CCTV,DoS,4.888,0.257,2.573,12.5758,2024-11-24 13:29:57
CCTV,DoS,4.824,0.324,3.238,15.6220,2024-11-24 13:29:58
CCTV,DoS,4.808,0.317,3.171,15.2471,2024-11-24 13:29:59
CCTV,DoS,4.848,0.289,2.886,13.9933,2024-11-24 13:30:00
CCTV,DoS,4.816,0.315,3.152,15.1800,2024-11-24 13:30:01
CCTV,DoS,4.888,0.258,2.582,12.6228,2024-11-24 13:30:02
CCTV,DoS,4.888,0.258,2.576,12.5915,2024-11-24 13:30:03
CCTV,DoS,4.864,0.307,3.066,14.9111,2024-11-24 13:30:04
CCTV,DoS,4.752,0.381,3.811,18.1108,2024-11-24 13:30:05
CCTV,DoS,4.808,0.340,3.398,16.3395,2024-11-24 13:30:06
CCTV,DoS,4.880,0.263,2.630,12.8364,2024-11-24 13:30:07
CCTV,DoS,4.872,0.272,2.723,13.2674,2024-11-24 13:30:08
CCTV,DoS,4.880,0.260,2.598,12.6802,2024-11-24 13:30:09
CCTV,DoS,4.784,0.304,3.043,14.5587,2024-11-24 13:30:10
CCTV,DoS,4.768,0.373,3.734,17.8056,2024-11-24 13:30:11
CCTV,DoS,4.880,0.263,2.630,12.8364,2024-11-24 13:30:12
CCTV,DoS,4.880,0.261,2.614,12.7583,2024-11-24 13:30:13
CCTV,DoS,4.808,0.389,3.888,18.6935,2024-11-24 13:30:14
CCTV,DoS,4.880,0.262,2.621,12.7895,2024-11-24 13:30:15
CCTV,DoS,4.888,0.264,2.637,12.8887,2024-11-24 13:30:16
CCTV,DoS,4.880,0.402,4.022,19.6293,2024-11-24 13:30:17
CCTV,DoS,4.848,0.398,3.981,19.2989,2024-11-24 13:30:18
CCTV,DoS,4.752,0.348,3.478,16.5294,2024-11-24 13:30:19
CCTV,DoS,4.880,0.262,2.621,12.7895,2024-11-24 13:30:20
CCTV,DoS,4.888,0.259,2.589,12.6541,2024-11-24 13:30:21
CCTV,DoS,4.888,0.258,2.579,12.6071,2024-11-24 13:30:22
CCTV,DoS,4.760,0.308,3.075,14.6380,2024-11-24 13:30:23
CCTV,DoS,4.880,0.260,2.602,12.6958,2024-11-24 13:30:24
CCTV,DoS,4.832,0.321,3.206,15.4933,2024-11-24 13:30:25
CCTV,DoS,4.880,0.261,2.611,12.7427,2024-11-24 13:30:26
CCTV,DoS,4.888,0.258,2.579,12.6071,2024-11-24 13:30:27
CCTV,DoS,4.880,0.259,2.589,12.6333,2024-11-24 13:30:28
CCTV,DoS,4.880,0.269,2.688,13.1174,2024-11-24 13:30:29
CCTV,DoS,4.856,0.297,2.973,14.4359,2024-11-24 13:30:30
CCTV,DoS,4.888,0.257,2.573,12.5758,2024-11-24 13:30:31
CCTV,DoS,4.880,0.260,2.602,12.6958,2024-11-24 13:30:32
CCTV,DoS,4.880,0.257,2.573,12.5553,2024-11-24 13:30:33
CCTV,DoS,4.888,0.258,2.582,12.6228,2024-11-24 13:30:34
CCTV,DoS,4.800,0.394,3.942,18.9235,2024-11-24 13:30:35
CCTV,DoS,4.744,0.380,3.795,18.0044,2024-11-24 13:30:36
CCTV,DoS,4.776,0.348,3.482,16.6281,2024-11-24 13:30:37
CCTV,DoS,4.880,0.262,2.618,12.7739,2024-11-24 13:30:38
CCTV,DoS,4.888,0.257,2.573,12.5758,2024-11-24 13:30:39
CCTV,DoS,4.888,0.257,2.566,12.5446,2024-11-24 13:30:40
CCTV,DoS,4.880,0.259,2.592,12.6490,2024-11-24 13:30:41
CCTV,DoS,4.880,0.258,2.579,12.5865,2024-11-24 13:30:42
CCTV,DoS,4.840,0.289,2.893,14.0012,2024-11-24 13:30:43
CCTV,DoS,4.880,0.260,2.605,12.7114,2024-11-24 13:30:44
CCTV,DoS,4.848,0.314,3.142,15.2344,2024-11-24 13:30:45
CCTV,DoS,4.744,0.289,2.893,13.7234,2024-11-24 13:30:46
CCTV,DoS,4.848,0.294,2.941,14.2570,2024-11-24 13:30:47
CCTV,DoS,4.704,0.407,4.074,19.1622,2024-11-24 13:30:48
CCTV,DoS,4.848,0.308,3.075,14.9086,2024-11-24 13:30:49
CCTV,DoS,4.728,0.417,4.173,19.7290,2024-11-24 13:30:50
CCTV,DoS,4.848,0.283,2.826,13.6985,2024-11-24 13:30:51
CCTV,DoS,4.864,0.278,2.778,13.5102,2024-11-24 13:30:52
CCTV,DoS,4.792,0.458,4.579,21.9435,2024-11-24 13:30:53
CCTV,DoS,4.832,0.316,3.155,15.2459,2024-11-24 13:30:54
CCTV,DoS,4.736,0.413,4.131,19.5654,2024-11-24 13:30:55
CCTV,DoS,4.864,0.354,3.542,17.2302,2024-11-24 13:30:56
CCTV,DoS,4.880,0.261,2.611,12.7427,2024-11-24 13:30:57
CCTV,DoS,4.864,0.385,3.853,18.7400,2024-11-24 13:30:58
CCTV,DoS,4.792,0.389,3.891,18.6466,2024-11-24 13:30:59
CCTV,DoS,4.848,0.263,2.627,12.7367,2024-11-24 13:31:00
CCTV,DoS,4.808,0.397,3.968,19.0781,2024-11-24 13:31:01
CCTV,DoS,4.848,0.291,2.906,14.0863,2024-11-24 13:31:02
CCTV,DoS,4.752,0.400,3.997,18.9928,2024-11-24 13:31:03
CCTV,DoS,4.848,0.342,3.418,16.5685,2024-11-24 13:31:04
CCTV,DoS,4.744,0.395,3.946,18.7179,2024-11-24 13:31:05
CCTV,DoS,4.872,0.269,2.694,13.1271,2024-11-24 13:31:06
CCTV,DoS,4.824,0.320,3.200,15.4368,2024-11-24 13:31:07
CCTV,DoS,4.816,0.317,3.168,15.2571,2024-11-24 13:31:08
CCTV,DoS,4.880,0.270,2.704,13.1955,2024-11-24 13:31:09
CCTV,DoS,4.864,0.266,2.662,12.9499,2024-11-24 13:31:10
CCTV,DoS,4.808,0.330,3.299,15.8626,2024-11-24 13:31:11
CCTV,DoS,4.880,0.257,2.573,12.5553,2024-11-24 13:31:12
CCTV,DoS,4.760,0.361,3.613,17.1969,2024-11-24 13:31:13
CCTV,DoS,4.864,0.310,3.098,15.0667,2024-11-24 13:31:14
CCTV,DoS,4.864,0.337,3.370,16.3897,2024-11-24 13:31:15
CCTV,DoS,4.880,0.261,2.611,12.7427,2024-11-24 13:31:16
CCTV,DoS,4.880,0.261,2.611,12.7427,2024-11-24 13:31:17
CCTV,DoS,4.880,0.260,2.602,12.6958,2024-11-24 13:31:18
CCTV,DoS,4.760,0.392,3.920,18.6592,2024-11-24 13:31:19
CCTV,DoS,4.768,0.349,3.494,16.6613,2024-11-24 13:31:20
CCTV,DoS,4.856,0.262,2.618,12.7111,2024-11-24 13:31:21
CCTV,DoS,4.880,0.264,2.637,12.8676,2024-11-24 13:31:22
CCTV,DoS,4.888,0.259,2.586,12.6384,2024-11-24 13:31:23
CCTV,DoS,4.888,0.258,2.576,12.5915,2024-11-24 13:31:24
CCTV,DoS,4.776,0.314,3.142,15.0081,2024-11-24 13:31:25
CCTV,DoS,4.840,0.296,2.963,14.3419,2024-11-24 13:31:26
CCTV,DoS,4.872,0.275,2.749,13.3922,2024-11-24 13:31:27
CCTV,DoS,4.800,0.390,3.898,18.7085,2024-11-24 13:31:28
CCTV,DoS,4.856,0.263,2.634,12.7888,2024-11-24 13:31:29
CCTV,DoS,4.848,0.356,3.565,17.2822,2024-11-24 13:31:30
CCTV,DoS,4.880,0.259,2.586,12.6177,2024-11-24 13:31:31
CCTV,DoS,4.784,0.296,2.960,14.1606,2024-11-24 13:31:32
CCTV,DoS,4.856,0.302,3.021,14.6690,2024-11-24 13:31:33
CCTV,DoS,4.880,0.283,2.829,13.8045,2024-11-24 13:31:34
CCTV,DoS,4.888,0.259,2.592,12.6697,2024-11-24 13:31:35
CCTV,DoS,4.888,0.251,2.512,12.2787,2024-11-24 13:31:36
CCTV,DoS,4.880,0.261,2.611,12.7427,2024-11-24 13:31:37
CCTV,DoS,4.824,0.287,2.874,13.8622,2024-11-24 13:31:38
CCTV,DoS,4.816,0.264,2.643,12.7297,2024-11-24 13:31:39
CCTV,DoS,4.720,0.383,3.827,18.0644,2024-11-24 13:31:40
CCTV,DoS,4.880,0.258,2.576,12.5709,2024-11-24 13:31:41
CCTV,DoS,4.880,0.253,2.528,12.3366,2024-11-24 13:31:42
CCTV,DoS,4.880,0.258,2.579,12.5865,2024-11-24 13:31:43
CCTV,DoS,4.880,0.258,2.582,12.6021,2024-11-24 13:31:44
CCTV,DoS,4.856,0.290,2.902,14.0941,2024-11-24 13:31:45
CCTV,DoS,4.880,0.263,2.630,12.8364,2024-11-24 13:31:46
CCTV,DoS,4.832,0.278,2.778,13.4214,2024-11-24 13:31:47
CCTV,DoS,4.880,0.260,2.602,12.6958,2024-11-24 13:31:48
CCTV,DoS,4.888,0.262,2.621,12.8105,2024-11-24 13:31:49
CCTV,DoS,4.872,0.277,2.774,13.5169,2024-11-24 13:31:50
CCTV,DoS,4.880,0.292,2.915,14.2262,2024-11-24 13:31:51
CCTV,DoS,4.824,0.333,3.328,16.0543,2024-11-24 13:31:52
CCTV,DoS,4.768,0.379,3.792,18.0803,2024-11-24 13:31:53
CCTV,DoS,4.872,0.322,3.216,15.6684,2024-11-24 13:31:54
CCTV,DoS,4.792,0.353,3.526,16.8985,2024-11-24 13:31:55
CCTV,DoS,4.880,0.258,2.579,12.5865,2024-11-24 13:31:56
CCTV,DoS,4.856,0.284,2.842,13.7988,2024-11-24 13:31:57
CCTV,DoS,4.864,0.264,2.640,12.8410,2024-11-24 13:31:58
CCTV,DoS,4.792,0.321,3.210,15.3804,2024-11-24 13:31:59
CCTV,DoS,4.872,0.263,2.627,12.7997,2024-11-24 13:32:00
CCTV,DoS,4.880,0.260,2.598,12.6802,2024-11-24 13:32:01
CCTV,DoS,4.888,0.260,2.598,12.7010,2024-11-24 13:32:02
CCTV,DoS,4.784,0.346,3.459,16.5488,2024-11-24 13:32:03
CCTV,DoS,4.752,0.395,3.952,18.7799,2024-11-24 13:32:04
CCTV,DoS,4.736,0.397,3.968,18.7924,2024-11-24 13:32:05
CCTV,DoS,4.864,0.367,3.674,17.8684,2024-11-24 13:32:06
CCTV,DoS,4.880,0.264,2.637,12.8676,2024-11-24 13:32:07
CCTV,DoS,4.864,0.278,2.778,13.5102,2024-11-24 13:32:08
CCTV,DoS,4.880,0.262,2.624,12.8051,2024-11-24 13:32:09
CCTV,DoS,4.808,0.404,4.042,19.4320,2024-11-24 13:32:10
CCTV,DoS,4.816,0.346,3.456,16.6441,2024-11-24 13:32:11
CCTV,DoS,4.880,0.262,2.618,12.7739,2024-11-24 13:32:12
CCTV,DoS,4.880,0.261,2.608,12.7270,2024-11-24 13:32:13
CCTV,DoS,4.880,0.258,2.582,12.6021,2024-11-24 13:32:14
CCTV,DoS,4.784,0.377,3.766,18.0185,2024-11-24 13:32:15
CCTV,DoS,4.880,0.280,2.800,13.6640,2024-11-24 13:32:16
CCTV,DoS,4.736,0.368,3.683,17.4436,2024-11-24 13:32:17
CCTV,DoS,4.888,0.259,2.586,12.6384,2024-11-24 13:32:18
CCTV,DoS,4.888,0.259,2.586,12.6384,2024-11-24 13:32:19
CCTV,DoS,4.888,0.258,2.576,12.5915,2024-11-24 13:32:20
CCTV,DoS,4.864,0.275,2.746,13.3546,2024-11-24 13:32:21
CCTV,DoS,4.816,0.285,2.848,13.7160,2024-11-24 13:32:22
CCTV,DoS,4.832,0.403,4.032,19.4826,2024-11-24 13:32:23
CCTV,DoS,4.760,0.310,3.104,14.7750,2024-11-24 13:32:24
CCTV,DoS,4.880,0.261,2.611,12.7427,2024-11-24 13:32:25
CCTV,DoS,4.880,0.286,2.861,13.9607,2024-11-24 13:32:26
CCTV,DoS,4.880,0.258,2.582,12.6021,2024-11-24 13:32:27
CCTV,DoS,4.880,0.258,2.576,12.5709,2024-11-24 13:32:28
CCTV,DoS,4.888,0.258,2.582,12.6228,2024-11-24 13:32:29
CCTV,DoS,4.760,0.357,3.574,17.0141,2024-11-24 13:32:30
CCTV,DoS,4.880,0.265,2.650,12.9300,2024-11-24 13:32:31
CCTV,DoS,4.872,0.276,2.762,13.4545,2024-11-24 13:32:32
CCTV,DoS,4.888,0.258,2.576,12.5915,2024-11-24 13:32:33
CCTV,DoS,4.864,0.278,2.781,13.5258,2024-11-24 13:32:34
CCTV,DoS,4.840,0.309,3.088,14.9459,2024-11-24 13:32:35
CCTV,DoS,4.880,0.328,3.277,15.9908,2024-11-24 13:32:36
CCTV,DoS,4.880,0.258,2.576,12.5709,2024-11-24 13:32:37
CCTV,DoS,4.848,0.274,2.736,13.2641,2024-11-24 13:32:38
CCTV,DoS,4.880,0.258,2.579,12.5865,2024-11-24 13:32:39
CCTV,DoS,4.856,0.290,2.899,14.0785,2024-11-24 13:32:40
CCTV,DoS,4.880,0.263,2.630,12.8364,2024-11-24 13:32:41
CCTV,DoS,4.720,0.448,4.477,21.1305,2024-11-24 13:32:42
CCTV,DoS,4.856,0.280,2.800,13.5968,2024-11-24 13:32:43
CCTV,DoS,4.768,0.381,3.814,18.1871,2024-11-24 13:32:44
CCTV,DoS,4.888,0.260,2.605,12.7323,2024-11-24 13:32:46
CCTV,DoS,4.768,0.394,3.936,18.7668,2024-11-24 13:32:47
CCTV,DoS,4.840,0.282,2.816,13.6294,2024-11-24 13:32:48
CCTV,DoS,4.864,0.297,2.970,14.4441,2024-11-24 13:32:49
CCTV,DoS,4.768,0.396,3.955,18.8584,2024-11-24 13:32:50
CCTV,DoS,4.832,0.286,2.858,13.8079,2024-11-24 13:32:51
CCTV,DoS,4.880,0.264,2.637,12.8676,2024-11-24 13:32:52
CCTV,DoS,4.880,0.262,2.624,12.8051,2024-11-24 13:32:53
CCTV,DoS,4.832,0.283,2.832,13.6842,2024-11-24 13:32:54
CCTV,DoS,4.760,0.379,3.789,18.0347,2024-11-24 13:32:55
CCTV,DoS,4.880,0.261,2.608,12.7270,2024-11-24 13:32:56
CCTV,DoS,4.880,0.251,2.509,12.2429,2024-11-24 13:32:57
CCTV,DoS,4.880,0.259,2.589,12.6333,2024-11-24 13:32:58
CCTV,DoS,4.872,0.268,2.675,13.0336,2024-11-24 13:32:59
CCTV,DoS,4.768,0.385,3.850,18.3549,2024-11-24 13:33:00
CCTV,DoS,4.832,0.272,2.720,13.1430,2024-11-24 13:33:01
CCTV,DoS,4.768,0.375,3.750,17.8819,2024-11-24 13:33:02
CCTV,DoS,4.888,0.258,2.576,12.5915,2024-11-24 13:33:03
CCTV,DoS,4.888,0.257,2.573,12.5758,2024-11-24 13:33:04
CCTV,DoS,4.824,0.326,3.261,15.7301,2024-11-24 13:33:05
CCTV,DoS,4.880,0.269,2.694,13.1487,2024-11-24 13:33:06
CCTV,DoS,4.840,0.309,3.088,14.9459,2024-11-24 13:33:07
CCTV,DoS,4.880,0.258,2.576,12.5709,2024-11-24 13:33:08
CCTV,DoS,4.872,0.341,3.414,16.6350,2024-11-24 13:33:09
CCTV,DoS,4.880,0.258,2.582,12.6021,2024-11-24 13:33:10
CCTV,DoS,4.864,0.279,2.794,13.5881,2024-11-24 13:33:11
CCTV,DoS,4.760,0.389,3.888,18.5069,2024-11-24 13:33:12
CCTV,DoS,4.864,0.281,2.810,13.6659,2024-11-24 13:33:13
CCTV,DoS,4.816,0.388,3.885,18.7092,2024-11-24 13:33:14
CCTV,DoS,4.880,0.267,2.672,13.0394,2024-11-24 13:33:15
CCTV,DoS,4.888,0.263,2.627,12.8418,2024-11-24 13:33:16
CCTV,DoS,4.880,0.261,2.608,12.7270,2024-11-24 13:33:17
CCTV,DoS,4.816,0.338,3.382,16.2896,2024-11-24 13:33:18
CCTV,DoS,4.880,0.323,3.232,15.7722,2024-11-24 13:33:19
CCTV,DoS,4.880,0.269,2.688,13.1174,2024-11-24 13:33:20
CCTV,DoS,4.760,0.382,3.818,18.1718,2024-11-24 13:33:21
CCTV,DoS,4.880,0.262,2.618,12.7739,2024-11-24 13:33:22
CCTV,DoS,4.880,0.263,2.634,12.8520,2024-11-24 13:33:23
CCTV,DoS,4.760,0.383,3.834,18.2479,2024-11-24 13:33:24
CCTV,DoS,4.792,0.399,3.990,19.1220,2024-11-24 13:33:25
CCTV,DoS,4.880,0.259,2.592,12.6490,2024-11-24 13:33:26
CCTV,DoS,4.880,0.262,2.618,12.7739,2024-11-24 13:33:27
CCTV,DoS,4.792,0.448,4.477,21.4528,2024-11-24 13:33:28
CCTV,DoS,4.760,0.397,3.968,18.8877,2024-11-24 13:33:29
CCTV,DoS,4.880,0.266,2.659,12.9769,2024-11-24 13:33:30
CCTV,DoS,4.856,0.275,2.749,13.3482,2024-11-24 13:33:31
CCTV,DoS,4.848,0.318,3.181,15.4205,2024-11-24 13:33:32
CCTV,DoS,4.888,0.260,2.605,12.7323,2024-11-24 13:33:33
CCTV,DoS,4.888,0.260,2.605,12.7323,2024-11-24 13:33:34
CCTV,DoS,4.880,0.262,2.624,12.8051,2024-11-24 13:33:35
CCTV,DoS,4.832,0.273,2.730,13.1894,2024-11-24 13:33:36
CCTV,DoS,4.856,0.273,2.733,13.2705,2024-11-24 13:33:37
CCTV,DoS,4.888,0.273,2.726,13.3266,2024-11-24 13:33:38
CCTV,DoS,4.880,0.271,2.710,13.2268,2024-11-24 13:33:39
CCTV,DoS,4.744,0.398,3.984,18.9001,2024-11-24 13:33:40
CCTV,DoS,4.744,0.441,4.406,20.9040,2024-11-24 13:33:41
CCTV,DoS,4.848,0.316,3.155,15.2964,2024-11-24 13:33:42
CCTV,DoS,4.880,0.262,2.624,12.8051,2024-11-24 13:33:43
CCTV,DoS,4.856,0.346,3.462,16.8134,2024-11-24 13:33:44
CCTV,DoS,4.880,0.263,2.630,12.8364,2024-11-24 13:33:45
CCTV,DoS,4.872,0.270,2.701,13.1583,2024-11-24 13:33:46
CCTV,DoS,4.888,0.254,2.538,12.4038,2024-11-24 13:33:47
CCTV,DoS,4.744,0.289,2.886,13.6931,2024-11-24 13:33:48
CCTV,DoS,4.840,0.288,2.877,13.9237,2024-11-24 13:33:49
CCTV,DoS,4.760,0.401,4.013,19.1009,2024-11-24 13:33:50
CCTV,DoS,4.880,0.261,2.608,12.7270,2024-11-24 13:33:51
CCTV,DoS,4.848,0.335,3.347,16.2272,2024-11-24 13:33:52
CCTV,DoS,4.880,0.261,2.611,12.7427,2024-11-24 13:33:53
CCTV,DoS,4.888,0.273,2.730,13.3423,2024-11-24 13:33:54
CCTV,DoS,4.872,0.265,2.653,12.9244,2024-11-24 13:33:55
CCTV,DoS,4.864,0.314,3.142,15.2846,2024-11-24 13:33:56
CCTV,DoS,4.880,0.263,2.634,12.8520,2024-11-24 13:33:57
CCTV,DoS,4.880,0.267,2.672,13.0394,2024-11-24 13:33:58
CCTV,DoS,4.760,0.388,3.878,18.4612,2024-11-24 13:33:59
CCTV,DoS,4.872,0.280,2.800,13.6416,2024-11-24 13:34:00
CCTV,DoS,4.824,0.389,3.888,18.7557,2024-11-24 13:34:01
CCTV,DoS,4.848,0.398,3.978,19.2834,2024-11-24 13:34:02
CCTV,DoS,4.856,0.394,3.939,19.1288,2024-11-24 13:34:03
CCTV,DoS,4.888,0.260,2.598,12.7010,2024-11-24 13:34:04
CCTV,DoS,4.880,0.259,2.586,12.6177,2024-11-24 13:34:05
CCTV,DoS,4.880,0.263,2.627,12.8207,2024-11-24 13:34:06
CCTV,DoS,4.752,0.383,3.827,18.1869,2024-11-24 13:34:07
CCTV,DoS,4.856,0.307,3.066,14.8866,2024-11-24 13:34:08
CCTV,DoS,4.760,0.378,3.776,17.9738,2024-11-24 13:34:09
CCTV,DoS,4.880,0.258,2.582,12.6021,2024-11-24 13:34:10
CCTV,DoS,4.864,0.294,2.938,14.2885,2024-11-24 13:34:11
CCTV,DoS,4.880,0.263,2.630,12.8364,2024-11-24 13:34:12
CCTV,DoS,4.872,0.291,2.912,14.1873,2024-11-24 13:34:13
CCTV,DoS,4.832,0.355,3.549,17.1478,2024-11-24 13:34:14
CCTV,DoS,4.776,0.273,2.730,13.0366,2024-11-24 13:34:15
CCTV,DoS,4.752,0.267,2.669,12.6821,2024-11-24 13:34:16
CCTV,DoS,4.888,0.254,2.541,12.4194,2024-11-24 13:34:17
CCTV,DoS,4.888,0.261,2.611,12.7635,2024-11-24 13:34:18
CCTV,DoS,4.704,0.348,3.475,16.3473,2024-11-24 13:34:19
CCTV,DoS,4.880,0.260,2.605,12.7114,2024-11-24 13:34:20
CCTV,DoS,4.752,0.385,3.846,18.2781,2024-11-24 13:34:21
CCTV,DoS,4.864,0.270,2.701,13.1367,2024-11-24 13:34:22
CCTV,Connecting,4.992,0.136,1.363,6.8051,2024-11-24 15:00:35
CCTV,Connecting,4.992,0.137,1.366,6.8211,2024-11-24 15:00:36
CCTV,Connecting,4.992,0.137,1.370,6.8370,2024-11-24 15:00:37
CCTV,Connecting,4.968,0.158,1.584,7.8693,2024-11-24 15:00:39
CCTV,Connecting,4.992,0.137,1.370,6.8370,2024-11-24 15:00:40
CCTV,Connecting,4.992,0.137,1.370,6.8370,2024-11-24 15:00:41
CCTV,Connecting,4.992,0.137,1.370,6.8370,2024-11-24 15:00:42
CCTV,Connecting,4.992,0.136,1.360,6.7891,2024-11-24 15:00:43
CCTV,Connecting,4.992,0.136,1.360,6.7891,2024-11-24 15:00:44
CCTV,Connecting,4.976,0.151,1.514,7.5317,2024-11-24 15:00:45
CCTV,Connecting,4.992,0.137,1.370,6.8370,2024-11-24 15:00:46
CCTV,Connecting,4.888,0.158,1.578,7.7113,2024-11-24 15:00:47
CCTV,Connecting,4.968,0.156,1.562,7.7580,2024-11-24 15:00:48
CCTV,Connecting,4.968,0.161,1.606,7.9806,2024-11-24 15:00:49
CCTV,Connecting,4.968,0.159,1.594,7.9170,2024-11-24 15:00:50
CCTV,Connecting,4.976,0.156,1.555,7.7387,2024-11-24 15:00:51
CCTV,Connecting,4.968,0.159,1.590,7.9011,2024-11-24 15:00:52
CCTV,Connecting,4.968,0.158,1.584,7.8693,2024-11-24 15:00:53
CCTV,Connecting,4.968,0.159,1.594,7.9170,2024-11-24 15:00:54
CCTV,Connecting,4.992,0.137,1.370,6.8370,2024-11-24 15:00:55
CCTV,Connecting,4.976,0.152,1.517,7.5476,2024-11-24 15:00:56
CCTV,Connecting,4.992,0.136,1.363,6.8051,2024-11-24 15:00:57
CCTV,Connecting,4.992,0.136,1.363,6.8051,2024-11-24 15:00:58
CCTV,Connecting,4.992,0.136,1.363,6.8051,2024-11-24 15:00:59
