Device,Mode,Bus Voltage (V),Shunt Voltage (V),Current (A),Power (W),Timestamp
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:06
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:12
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:13
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:14
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:15
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:16
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:17
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:18
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:19
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:20
Thermostat,Normal,5.056,0.157,1.568,7.9278,2024-11-23 19:08:21
Thermostat,Normal,5.080,0.148,1.478,7.5103,2024-11-23 19:08:22
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:23
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:24
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:25
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:26
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:27
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:28
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:29
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:30
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:31
Thermostat,Normal,5.048,0.157,1.571,7.9314,2024-11-23 19:08:32
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:33
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:34
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:35
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:36
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:37
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:38
Thermostat,Normal,5.048,0.157,1.571,7.9314,2024-11-23 19:08:39
Thermostat,Normal,5.048,0.156,1.562,7.8830,2024-11-23 19:08:40
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:41
Thermostat,Normal,5.056,0.157,1.574,7.9602,2024-11-23 19:08:42
Thermostat,Normal,5.056,0.157,1.568,7.9278,2024-11-23 19:08:43
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:44
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:45
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:46
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:47
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:48
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:49
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:50
Thermostat,Normal,5.048,0.157,1.574,7.9476,2024-11-23 19:08:51
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:52
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:53
Thermostat,Normal,5.064,0.152,1.523,7.7135,2024-11-23 19:08:54
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:55
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:08:56
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:57
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:58
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:59
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:09:00
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:09:01
Thermostat,Normal,5.048,0.157,1.568,7.9153,2024-11-23 19:09:02
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:03
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:09:04
Thermostat,Normal,5.048,0.156,1.562,7.8830,2024-11-23 19:09:05
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:06
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:09:07
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:09:08
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:09:09
Thermostat,Normal,5.080,0.099,0.986,5.0068,2024-11-23 19:09:10
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:11
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:12
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:13
Thermostat,Normal,5.048,0.157,1.568,7.9153,2024-11-23 19:09:14
Thermostat,Normal,5.048,0.157,1.574,7.9476,2024-11-23 19:09:15
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:16
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:17
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:18
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:19
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:20
Thermostat,Normal,5.048,0.159,1.594,8.0445,2024-11-23 19:09:21
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:22
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:23
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:24
Thermostat,Normal,5.056,0.156,1.555,7.8631,2024-11-23 19:09:25
Thermostat,Normal,5.056,0.157,1.571,7.9440,2024-11-23 19:09:26
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:27
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:09:29
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:09:30
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:31
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:32
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:33
Thermostat,Normal,5.048,0.157,1.574,7.9476,2024-11-23 19:09:34
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:35
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:36
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:37
Thermostat,Normal,5.072,0.156,1.555,7.8880,2024-11-23 19:09:38
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:39
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:40
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:41
Thermostat,Normal,5.080,0.096,0.963,4.8931,2024-11-23 19:09:42
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:29:43
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:29:44
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:45
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:29:46
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:47
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:48
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:49
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:50
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:51
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:52
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:53
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:54
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:55
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:29:56
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:57
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:58
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:29:59
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:00
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:01
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:02
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:03
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:04
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:05
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:06
Thermostat,Normal,5.080,0.108,1.082,5.4945,2024-11-23 19:30:07
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:08
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:09
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:10
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:11
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:12
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:13
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:14
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:15
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:16
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:17
Thermostat,Normal,5.056,0.157,1.568,7.9278,2024-11-23 19:30:18
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:19
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:20
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:21
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:22
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:23
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:24
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:25
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:26
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:28
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:29
Thermostat,Normal,5.064,0.096,0.957,4.8452,2024-11-23 19:30:30
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:31
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:32
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:33
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:34
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:35
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:36
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:37
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:38
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:39
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:40
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:41
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:42
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:43
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:44
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:45
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:46
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:47
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:48
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:49
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:50
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:51
Thermostat,Normal,5.088,0.096,0.960,4.8845,2024-11-23 19:30:52
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:53
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:54
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:55
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:56
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:30:57
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:30:58
Thermostat,DoS,5.032,0.174,1.741,8.7597,2024-11-03 21:34:39
Thermostat,DoS,5.04,0.156,1.558,7.8543,2024-11-03 21:34:40
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:34:41
Thermostat,DoS,5.032,0.167,1.674,8.4216,2024-11-03 21:34:42
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:34:43
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:34:44
Thermostat,DoS,5.04,0.137,1.373,6.9189,2024-11-03 21:34:45
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:34:46
Thermostat,DoS,5.04,0.149,1.494,7.5318,2024-11-03 21:34:47
Thermostat,DoS,5.024,0.161,1.613,8.1027,2024-11-03 21:34:48
Thermostat,DoS,5.032,0.152,1.52,7.6486,2024-11-03 21:36:11
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:36:12
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:36:13
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:36:14
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:36:15
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:36:16
Thermostat,DoS,5.04,0.15,1.498,7.5479,2024-11-03 21:36:17
Thermostat,DoS,5.04,0.15,1.498,7.5479,2024-11-03 21:36:18
Thermostat,DoS,5.032,0.168,1.68,8.4538,2024-11-03 21:36:19
Thermostat,DoS,5.032,0.162,1.616,8.1317,2024-11-03 21:36:20
Thermostat,DoS,5.024,0.156,1.565,7.8616,2024-11-03 21:36:22
Thermostat,DoS,5.032,0.167,1.674,8.4216,2024-11-03 21:36:23
Thermostat,DoS,5.032,0.164,1.638,8.2444,2024-11-03 21:36:24
Thermostat,DoS,5.016,0.16,1.603,8.0417,2024-11-03 21:36:25
Thermostat,DoS,5.032,0.173,1.734,8.7275,2024-11-03 21:36:26
Thermostat,DoS,5.032,0.168,1.677,8.4377,2024-11-03 21:36:27
Thermostat,DoS,5.024,0.172,1.715,8.6172,2024-11-03 21:36:28
Thermostat,DoS,5.032,0.167,1.667,8.3894,2024-11-03 21:36:29
Thermostat,DoS,5.032,0.186,1.862,9.3716,2024-11-03 21:36:30
Thermostat,DoS,5.04,0.155,1.546,7.7898,2024-11-03 21:36:31
Thermostat,DoS,5.032,0.161,1.613,8.1156,2024-11-03 21:36:33
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:36:34
Thermostat,DoS,5.04,0.145,1.45,7.306,2024-11-03 21:36:35
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:36:36
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:36:45
Thermostat,DoS,5.04,0.174,1.741,8.7736,2024-11-03 21:36:46
Thermostat,DoS,5.032,0.15,1.501,7.552,2024-11-03 21:36:47
Thermostat,DoS,5.024,0.167,1.674,8.4082,2024-11-03 21:36:48
Thermostat,DoS,5.024,0.167,1.67,8.3921,2024-11-03 21:36:49
Thermostat,DoS,5.024,0.162,1.616,8.1188,2024-11-03 21:36:50
Thermostat,DoS,5.04,0.174,1.738,8.7575,2024-11-03 21:36:51
Thermostat,DoS,5.032,0.161,1.61,8.0995,2024-11-03 21:36:52
Thermostat,DoS,5.032,0.168,1.683,8.4699,2024-11-03 21:36:53
Thermostat,DoS,5.032,0.174,1.744,8.7758,2024-11-03 21:36:54
Thermostat,DoS,5.032,0.159,1.59,8.0029,2024-11-03 21:36:56
Thermostat,DoS,5.04,0.167,1.67,8.4188,2024-11-03 21:36:57
Thermostat,DoS,5.032,0.167,1.67,8.4055,2024-11-03 21:36:58
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:36:59
Thermostat,DoS,5.04,0.166,1.664,8.3866,2024-11-03 21:37:00
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:37:01
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:37:02
Thermostat,DoS,5.04,0.149,1.494,7.5318,2024-11-03 21:37:03
Thermostat,DoS,5.032,0.161,1.613,8.1156,2024-11-03 21:37:04
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:37:05
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:37:07
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:37:08
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:37:09
Thermostat,DoS,5.04,0.15,1.498,7.5479,2024-11-03 21:37:10
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:37:11
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:37:12
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:37:13
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:37:14
Thermostat,DoS,5.04,0.15,1.498,7.5479,2024-11-03 21:37:15
Thermostat,DoS,5.04,0.15,1.498,7.5479,2024-11-03 21:37:16
Thermostat,DoS,5.032,0.167,1.67,8.4055,2024-11-03 21:37:18
Thermostat,DoS,5.04,0.157,1.571,7.9188,2024-11-03 21:37:19
Thermostat,DoS,5.032,0.161,1.613,8.1156,2024-11-03 21:37:20
Thermostat,DoS,5.032,0.162,1.622,8.1639,2024-11-03 21:37:21
Thermostat,DoS,5.032,0.173,1.734,8.7275,2024-11-03 21:37:22
Thermostat,DoS,5.032,0.194,1.942,9.7742,2024-11-03 21:37:23
Thermostat,DoS,5.016,0.168,1.677,8.4108,2024-11-03 21:37:24
Thermostat,DoS,5.032,0.165,1.651,8.3088,2024-11-03 21:37:25
Thermostat,DoS,4.952,0.332,3.318,16.4327,2024-11-03 21:37:26
Thermostat,DoS,5.032,0.168,1.68,8.4538,2024-11-03 21:37:27
Thermostat,DoS,5.032,0.164,1.635,8.2283,2024-11-03 21:37:29
Thermostat,DoS,5.04,0.253,2.531,12.7572,2024-11-03 21:37:30
Thermostat,DoS,5.032,0.168,1.677,8.4377,2024-11-03 21:37:31
Thermostat,DoS,5.032,0.168,1.677,8.4377,2024-11-03 21:37:32
Thermostat,DoS,5.04,0.157,1.568,7.9027,2024-11-03 21:37:33
Thermostat,DoS,5.032,0.168,1.677,8.4377,2024-11-03 21:37:34
Thermostat,DoS,5.064,0.148,1.478,7.4866,2024-11-03 21:42:13
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:14
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:15
Thermostat,DoS,5.04,0.149,1.494,7.5318,2024-11-03 21:42:16
Thermostat,DoS,5.024,0.168,1.677,8.4242,2024-11-03 21:42:17
Thermostat,DoS,5.032,0.167,1.667,8.3894,2024-11-03 21:42:18
Thermostat,DoS,5.032,0.173,1.734,8.7275,2024-11-03 21:42:19
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:20
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:21
Thermostat,DoS,5.072,0.149,1.494,7.5796,2024-11-03 21:42:22
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:24
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:25
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:42:26
Thermostat,DoS,5.04,0.149,1.491,7.5156,2024-11-03 21:42:27
Thermostat,DoS,5.032,0.161,1.606,8.0834,2024-11-03 21:42:28
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:29
Thermostat,DoS,5.04,0.149,1.491,7.5156,2024-11-03 21:42:30
Thermostat,DoS,5.032,0.172,1.715,8.6309,2024-11-03 21:42:31
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:32
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:33
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:35
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:36
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:37
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:38
Thermostat,DoS,5.032,0.161,1.61,8.0995,2024-11-03 21:42:39
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:40
Thermostat,DoS,5.032,0.167,1.674,8.4216,2024-11-03 21:42:41
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:42
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:43
Thermostat,DoS,5.04,0.149,1.494,7.5318,2024-11-03 21:42:44
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:46
Thermostat,DoS,5.04,0.196,1.965,9.9026,2024-11-03 21:42:47
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:48
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:49
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:50
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:42:51
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:42:52
Thermostat,DoS,5.04,0.151,1.514,7.6285,2024-11-03 21:42:53
Thermostat,DoS,5.032,0.157,1.571,7.9063,2024-11-03 21:42:54
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:55
Thermostat,DoS,5.04,0.188,1.882,9.4833,2024-11-03 21:42:57
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:42:58
Thermostat,DoS,5.024,0.164,1.635,8.2152,2024-11-03 21:42:59
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:00
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:01
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:02
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:03
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:04
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:05
Thermostat,DoS,5.064,0.102,1.018,5.1531,2024-11-03 21:43:06
Thermostat,DoS,5.08,0.074,0.736,3.7389,2024-11-03 21:43:08
Thermostat,DoS,5.04,0.149,1.494,7.5318,2024-11-03 21:43:09
Thermostat,DoS,5.04,0.159,1.587,7.9995,2024-11-03 21:43:10
Thermostat,DoS,5.032,0.168,1.677,8.4377,2024-11-03 21:43:11
Thermostat,DoS,5.032,0.16,1.6,8.0512,2024-11-03 21:43:12
Thermostat,DoS,5.024,0.16,1.603,8.0545,2024-11-03 21:43:13
Thermostat,DoS,5.04,0.153,1.53,7.7092,2024-11-03 21:43:14
Thermostat,DoS,5.024,0.162,1.622,8.1509,2024-11-03 21:43:15
Thermostat,DoS,5.032,0.171,1.709,8.5987,2024-11-03 21:43:16
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:17
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:19
Thermostat,DoS,5.04,0.149,1.494,7.5318,2024-11-03 21:43:20
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:21
Thermostat,DoS,5.072,0.089,0.893,4.5283,2024-11-03 21:43:22
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:23
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:43:24
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:25
Thermostat,DoS,5.04,0.149,1.488,7.4995,2024-11-03 21:43:26
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:27
Thermostat,DoS,5.04,0.149,1.494,7.5318,2024-11-03 21:43:28
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:30
Thermostat,DoS,5.072,0.098,0.976,4.9503,2024-11-03 21:43:31
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:43:32
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:33
Thermostat,DoS,5.04,0.148,1.478,7.4511,2024-11-03 21:43:34
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:35
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:36
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:37
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:43:38
Thermostat,DoS,5.08,0.09,0.899,4.5679,2024-11-03 21:43:39
Thermostat,DoS,5.04,0.147,1.472,7.4189,2024-11-03 21:43:41
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:42
Thermostat,DoS,5.04,0.151,1.51,7.6124,2024-11-03 21:43:43
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:44
Thermostat,DoS,5.04,0.15,1.501,7.564,2024-11-03 21:43:45
Thermostat,DoS,5.032,0.19,1.904,9.5809,2024-11-03 21:43:46
Thermostat,DoS,5.04,0.161,1.613,8.1285,2024-11-03 21:43:47
Thermostat,DoS,5.032,0.175,1.747,8.7919,2024-11-03 21:43:48
Thermostat,DoS,5.072,0.09,0.902,4.577,2024-11-03 21:43:49
Thermostat,DoS,5.04,0.149,1.494,7.5318,2024-11-03 21:43:50
Thermostat,DoS,5.04,0.149,1.491,7.5156,2024-11-03 21:43:52
Thermostat,DoS,5.024,0.167,1.67,8.3921,2024-11-03 21:43:53
Thermostat,DoS,5.04,0.188,1.878,9.4671,2024-11-03 21:43:54
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:43:55
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:43:56
Thermostat,DoS,5.04,0.149,1.494,7.5318,2024-11-03 21:44:05
Thermostat,DoS,5.04,0.188,1.882,9.4833,2024-11-03 21:44:06
Thermostat,DoS,5.032,0.18,1.798,9.0495,2024-11-03 21:44:07
Thermostat,DoS,5.072,0.09,0.899,4.5607,2024-11-03 21:44:08
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:44:09
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:44:10
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:44:11
Thermostat,DoS,5.072,0.09,0.896,4.5445,2024-11-03 21:44:12
